Year,Make,Model,Used/New,Price,ConsumerRating,ConsumerReviews,SellerType,SellerName,SellerRating,SellerReviews,StreetName,State,Zipcode,DealType,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,ExteriorColor,InteriorColor,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,VIN,Stock#,Mileage
2020,Land,Rover Defender 110 HSE,Used,"$77,900 ",4.1,6,Dealer,Jaguar Land Rover Buckhead,4.5,174,3040 Piedmont Rd NE Atlanta,GA,30305,Good,4.3,4.5,4.3,4,4.3,3.7,Santorini Black,Ebony / Ebony,Four-wheel Drive,17,22,Gasoline,Automatic,V6,SALE97EU5L2031715,B9083R,17506
2021,BMW,X4 xDrive30i,Used,"$56,995 ",5,2,Dealer,United BMW,4.5,803,1501 Alpharetta Hwy Alpharetta,GA,30076,Good,5,5,5,5,5,5,Black Sapphire Metallic,Tacora Red,All-wheel Drive,23,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UX2V1C08M9F00017,R41614G,22282
2018,Lexus,RX 350,Used,"$43,027 ",4.8,90,Dealer,Rick Hendrick Chrysler Dodge Jeep RAM Duluth,4.3,6093,2473 Pleasant Hill Rd Duluth,GA,30096,Good,4.8,4.9,4.8,4.6,4.8,4.8,Obsidian Black,Parchment,Front-wheel Drive,20,27,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,2T2ZZMCA4JC098400,XH62326,32503
2018,Acura,RDX Technology Package,Acura Certified,"$34,987 ",4.8,94,Dealer,Acura Carland,4.5,145,3403 Satellite Blvd Duluth,GA,30096,Fair,4.8,4.7,4.7,4.7,4.7,4.9,White Diamond Pearl,Parchment,Front-wheel Drive,20,28,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI SOHC,5J8TB3H5XJL000873,JL000873,37263
2020,Lincoln,Corsair Reserve,Used,"$38,988 ",4.6,51,Dealer,Hines Park Lincoln,4.9,1747,40601 Ann Arbor Rd Plymouth,MI,48170,Good,4.7,4.7,4.4,4.4,4.7,4.4,Black,Ebony,All-wheel Drive,21,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5LMCJ2D95LUL10973,0010973U,31550
2015,Chevrolet,Corvette Stingray,Used,"$51,995 ",4.8,97,Dealer,Nash Chevrolet,4.9,1838,630 Scenic Hwy Lawrenceville,GA,30046,Good,4.6,4.8,5,4.8,5,4.7,Laguna Blue,Jet Black,Rear-wheel Drive,17,29,Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV,1G1YB2D79F5107780,H13230A,15160
2021,Toyota,RAV4 LE,Toyota Certified,"$33,045 ",4.8,102,Dealer,Tansky Sawmill Toyota,4.6,847,6300 Sawmill Rd Dublin,OH,43017,Good,4.8,4.8,4.8,4.7,4.9,4.9,Silver Sky Metallic,Black,All-wheel Drive,27,34,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3G1RFV3MC194612,2194612,11545
2021,Kia,Telluride SX,Used,"$49,640 ",4.9,91,Dealer,Coughlin Chillicothe,4.5,127,1221 N Bridge St Chillicothe,OH,45601,Good,5,4.9,4.9,4.8,5,4.9,Everlasting Silver,Black,Front-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,5XYP54HC3MG148018,CC8262A,38434
2016,GMC,Sierra 1500 Denali,Used,"$43,500 ",4.6,91,Dealer,Dutch Miller Chevrolet Hyundai,4.8,216,1202 Washington Ave Huntington,WV,25704,Good,4.7,4.6,4.6,4.4,4.7,4.7,Onyx Black,Jet Black,Four-wheel Drive,15,21,Gasoline,8-Speed Automatic,5.3L V8 16V GDI OHV,3GTU2PEC5GG148481,T42096A,36205
2019,Honda,Accord Sport,Used,"$27,439 ",4.7,223,Dealer,EchoPark Automotive Johnson City Delivery Center,3.7,3,ONLINE ONLY Johnson City,TN,37604,Great,4.7,4.8,4.7,4.7,4.8,4.8,Crystal Black Pearl,Black,Front-wheel Drive,29,35,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39KA035172,YKA035172,45840
2020,Nissan,Frontier PRO-4X,Nissan Certified,"$36,492 ",4.6,31,Dealer,Crown Nissan of Greenville,4.5,393,2712 Laurens Rd Greenville,SC,29607,Great,4.7,4.5,4.6,4.6,4.6,4.5,Magnetic Black,–,Four-wheel Drive,17,23,Gasoline,9-Speed Automatic,3.8L V6 24V GDI DOHC,1N6ED0EB7LN712904,GRTP170105A,15599
2021,Toyota,4Runner Limited,Used,"$52,700 ",4.9,42,Dealer,Randy Marion Chrysler Dodge Jeep RAM,2.7,12,2000 US-421 Wilkesboro,NC,28697,Good,5,4.9,4.8,4.9,4.9,4.9,Super White,Sand Beige,Four-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEKU5JR6M5881752,RM1580A,24429
2019,Cadillac,XT5 Premium Luxury,Cadillac Certified,"$37,855 ",4.6,94,Dealer,Ed Morse Cadillac of Tampa,4.9,2787,101 E Fletcher Ave Tampa,FL,33612,Great,4.8,4.7,4.6,4.4,4.7,4.5,Stellar Black Metallic,Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNERS1KZ184529,NZ155296A,34273
2018,Honda,Civic LX,Used,"$16,000 ",4.8,546,Dealer,Auto Boutique,4.8,1047,10100 Atlantic BLVD Jacksonville,FL,32225,Good,4.7,4.7,4.8,4.8,4.9,4.8,Black,–,Front-wheel Drive,31,40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,19XFC2F58JE032719,8591,80747
2020,Volvo,XC90 T6 Momentum 7 Passenger,Used,"$43,419 ",4.7,35,Dealer,EchoPark Automotive Greensboro Delivery Center,1.3,4,ONLINE ONLY Greensboro,NC,27455,Good,4.9,4.8,4.6,4.5,4.9,4.7,Onyx Black Metallic,Charcoal,All-wheel Drive,18,26,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC,YV4A22PK5L1624311,PL1624311,48957
2021,Tesla,Model Y Long Range,Used,"$72,994 ",4,15,Dealer,CarHeroes,4.4,24,11715 E Dr Martin Luther King Jr Blvd Seffner,FL,33584,Good,4.1,4.2,4.3,3.7,4.2,3.8,Pearl White Multi,Black,All-wheel Drive,131,117,Electric,1-Speed Automatic,Electric,5YJYGAEE0MF294337,P5548,18928
2021,Hyundai,Palisade Limited,Used,"$44,922 ",4.9,91,Dealer,Gettel Hyundai of Lakewood,4.7,1203,5921 FL-64 Bradenton,FL,34208,Good,4.9,4.9,4.8,4.8,4.9,4.8,Becketts Black,Beige,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R54HE4MU208263,H032327B,18521
2021,BMW,330 i,BMW Certified,"$44,471 ",4.9,11,Dealer,BMW of Sarasota,4.7,9333,5151 Clark Rd Sarasota,FL,34233,Good,4.8,4.8,4.9,4.8,4.9,4.7,Black Sapphire Metallic,Black,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3MW5R1J07M8C01404,8C01404,16554
2019,Honda,Passport EX-L,Used,"$35,708 ",4.7,102,Dealer,Gary Yeomans Honda,4.7,996,752 N Tomoka Farms Rd Daytona Beach,FL,32124,Good,4.8,4.7,4.7,4.6,4.7,4.8,Black Forest Pearl,Black,Front-wheel Drive,20,25,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF7H56KB009963,B009963T,22755
2009,Ford,Focus SE,Used,"$3,995 ",4.4,70,Dealer,Rochester Wholesale Auto Sales,4,33,1380 Brighton Henrietta Townline Road Rochester,NY,14623,Great,4.3,4.2,4.3,4.5,4.3,4.4,Vista Blue Metallic,Charcoal Black,Front-wheel Drive,24,0,Gasoline,Manual,2.0L DOHC 16-valve I4 Duratec engine,1FAHP32N19W189931,09FOCUS,120000
2019,Ford,F-150 Raptor,Used,"$70,000 ",4.8,425,Private,Gerson,4,33,Manassas,VA,20110,Fair,4.9,4.8,4.8,4.6,4.8,4.7,Blue,Black,Four-wheel Drive,15,18,Gasoline Fuel,10-Speed A/T,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,1FTFW1RG4KFA11694,–,45000
2018,Mercedes-Benz,E-Class E 300,Used,"$33,888 ",4.8,64,Dealer,Auto Buying Service,4.7,148,2971 Prosperity Ave Fairfax,VA,22031,Great,4.9,5,4.8,4.6,4.9,4.8,Black,Black,All-wheel Drive,21,29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDDZF4KB5JA396794,ABS3866,37965
2020,Kia,Sorento LX,Kia Certified,"$25,899 ",4.7,76,Dealer,Bev Smith Kia,4.8,941,5655 US-1 Fort Pierce,FL,34982,Great,4.8,4.7,4.7,4.6,4.8,4.7,Snow White Pearl,Stone Beige,Front-wheel Drive,22,29,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XYPG4A36LG667065,221440A,4960
2018,BMW,X5 xDrive35i,Used,"$40,900 ",4.8,66,Dealer,Passport Mazda,4.7,181,5050 Auth Way Camp Springs,MD,20746,Good,4.8,4.9,4.9,4.5,4.9,4.8,Jet Black,Black,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C59J0Y04058,B1790,39515
2020,Toyota,Highlander Hybrid Platinum,Used,"$51,995 ",4.6,25,Dealer,A&A International Inc,4.6,32,5304 Park Heights Ave Baltimore,MD,21215,Fair,4.8,4.6,4.6,4.4,4.6,4.8,White,Brown,All-wheel Drive,35,34,Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,5TDEBRCH4LS005547,5547,15419
2020,Jeep,Gladiator Rubicon,Used,"$52,800 ",4.6,150,Dealer,Tate Used Cars,4,13,7139 Ritchie Hwy Glen Burnie,MD,21061,Good,4.7,4.7,4.6,4.3,4.8,4.6,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,16,23,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C6JJTBG7LL144748,22892A,17510
2019,Cadillac,XT5 Luxury,Cadillac Certified,"$38,499 ",4.6,94,Dealer,Ed Morse Sawgrass Auto Mall,4.8,923,14401 W Sunrise Blvd Sunrise,FL,33323,Fair,4.8,4.7,4.6,4.4,4.7,4.5,Stellar Black Metallic,Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS0KZ276803,2GF6495,22896
2020,BMW,X3 M40i,Used,"$51,995 ",4.9,51,Dealer,Off Lease Only Palm Beach,4.9,27351,1200 S Congress Ave West Palm Beach,FL,33406,Fair,5,4.9,4.9,4.7,4.9,4.9,Glacier Silver Metallic,Canberra Beige,All-wheel Drive,21,27,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXTY9C09LLE60218,T355872,21810
2020,Jaguar,F-PACE 25t Prestige,Used,"$49,975 ",4.8,20,Dealer,Jaguar Land Rover Fort Lauderdale,4.6,531,400 W Copans Rd Pompano Beach,FL,33064,Great,4.8,4.8,5,4.6,5,4.8,Santorini Black,Latte / Espresso,All-wheel Drive,22,27,Gasoline,Automatic,I4,SADCK2FX2LA625266,LA625266,25971
2019,Honda,HR-V Sport,Used,"$14,999 ",4.6,165,Dealer,Prestige Imports Auto Sales,3.7,54,654 W Bridge St Morrisville,PA,19067,NA,4.6,4.6,4.4,4.6,4.8,4.7,Gray,Black,All-wheel Drive,26,31,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H16KG720911,720911,84856
2014,Mercedes-Benz,E-Class E 350 4MATIC,Used,"$25,024 ",4.8,176,Dealer,Mercedes Benz of Atlantic City,4.6,1090,6623 E Black Horse Pike Egg Harbor Township,NJ,8234,Good,4.9,4.8,4.8,4.6,4.9,4.8,Black,Black,All-wheel Drive,21,29,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF8JB0EA955940,EA955940T,53555
2018,Land,Rover Range Rover HSE,Used,"$69,995 ",3.8,10,Dealer,Land Rover Parsippany,4.7,220,220 Route US Route 46 West Parsippany,NJ,7054,Good,4,4.2,3.6,3.2,4.3,3.1,Fuji White,Navy / Ivory,Four-wheel Drive,17,23,Gasoline,Automatic,V6,SALGS2SVXJA501348,I4666,46820
2019,Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,Used,"$57,595 ",5,10,Dealer,INFINITI of Englewood,3.7,21,60 Rockwood Place ENGLEWOOD,NJ,7631,Great,5,5,5,4.8,5,5,Black,Black,All-wheel Drive,17,22,Gasoline,9-SPEED A/T,V6 Cylinder Engine,4JGED6EB6KA151375,KA151375,41678
2013,Lexus,GX 460 460,Used,"$31,471 ",4.4,17,Dealer,Circle BMW,4.9,2965,500 NJ-36 Eatontown,NJ,7724,Fair,4.7,4.6,4.2,4.2,4.4,4.5,Black,–,Four-wheel Drive,15,20,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX7D5055190,N9N07359A,48568
2021,Hyundai,Palisade Limited,Used,"$48,777 ",4.9,91,Dealer,Millennium Hyundai,4.3,625,265 N Franklin St Hempstead,NY,11550,Great,4.9,4.9,4.8,4.8,4.9,4.8,Moonlight Cloud,Beige,All-wheel Drive,19,24,Gasoline,8-Speed Automatic,3.8L V6 24V GDI DOHC,KM8R5DHE8MU224935,U11743P,15893
2021,BMW,X3 xDrive30i,Used,"$46,593 ",4.7,29,Dealer,BMW of North Haven,4.7,1913,610 Washington Ave North Haven,CT,6473,Good,4.8,4.7,4.8,4.5,4.8,4.6,Alpine White,Black,All-wheel Drive,23,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C08M9G50132,19136B,15883
2020,Nissan,Rogue Sport S,Used,"$24,999 ",4.7,67,Dealer,Gates GMC Nissan Buick,4.9,3277,143 Boston Post Rd North Windham,CT,6256,Good,4.7,4.7,4.6,4.8,4.8,4.8,Gun Metallic,Charcoal,All-wheel Drive,24,30,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,JN1BJ1CW7LW375769,0043747C,16659
2021,BMW,X3 xDrive30i,Used,"$46,802 ",4.7,29,Dealer,AutoFair Volkswagen of Nashua,4.5,372,717 New Hampshire 101A Merrimack,NH,3054,Good,4.8,4.7,4.8,4.5,4.8,4.6,Alpine White,Black,All-wheel Drive,23,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY5C02M9F00498,VW04123T,15468
2019,Ford,Explorer XLT,Used,"$24,999 ",4.8,110,Dealer,"Ournextcar, LLC",3.4,24,9844 Paramount Blvd Downey,CA,90240,Great,4.8,4.8,4.8,4.7,4.9,4.8,–,–,Front-wheel Drive,17,24,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K7D83KGA51992,A51992,45294
2019,Land,Rover Range Rover Velar P250 S,Used,"$46,489 ",3.5,15,Dealer,Jaguar Land Rover South Bay,4.7,240,3233 Pacific Coast Hwy Torrance,CA,90505,Great,3.7,4.2,3.3,3,4.5,2.9,Narvik Black,Ebony / Ebony,Four-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SALYB2EXXKA781193,KA781193,45433
2019,Ford,F-150 XLT,Used,"$41,701 ",4.8,425,Dealer,Diamond Chevrolet of San Bernardino,4.3,130,909 W 21st St San Bernardino,CA,92405,Great,4.9,4.8,4.8,4.6,4.8,4.7,–,Gray,Four-wheel Drive,18,23,Gasoline,Automatic,5.0L V8 32V PDI DOHC,1FTEW1E54KKC15306,N544895A,45414
2018,Toyota,RAV4 Hybrid Limited,Used,"$34,995 ",4.8,115,Dealer,AutoNation Toyota Las Vegas,4.6,2022,6300 W Sahara Ave Las Vegas,NV,89146,Good,4.8,4.7,4.9,4.7,4.7,4.9,Blizzard Pearl,–,All-wheel Drive,34,30,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,JTMDJREV9JD215331,JD215331,30776
2020,Tesla,Model Y Long Range,Used,"$69,898 ",3.7,10,Dealer,Tracy Volkswagen,3.5,26,2605 Auto Plaza Way Tracy,CA,95304,Good,3.9,3.8,4.1,3.3,3.8,4,Pearl White Multi,White / Black,All-wheel Drive,127,114,Electric,1-Speed Automatic,Electric,5YJYGDEE3LF023658,P16991,17338
2017,Acura,MDX 3.5L w/Technology Package,Used,"$33,501 ",4.6,133,Dealer,BMW of Mountain View,4.7,1632,150 E El Camino Real Mountain View,CA,94040,Fair,4.7,4.5,4.5,4.5,4.8,4.7,Black,–,All-wheel Drive,18,26,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FRYD4H57HB041543,HB041543,48579
2018,BMW,328d xDrive,BMW Certified,"$40,998 ",4.8,9,Dealer,BMW of San Francisco,4.4,197,1675 Howard St San Francisco,CA,94103,Fair,4.9,4.8,4.9,4.7,4.7,4.6,Mineral Gray Metallic,Black,All-wheel Drive,30,40,Diesel,8-Speed Automatic,2.0L I4 16V DDI DOHC Turbo Diesel,WBA8J1C58JA485915,JA485915P,32698
2020,Mazda,CX-9 Signature,Used,"$41,748 ",4.8,32,Dealer,Steves Hometown Motors,3.9,110,602 US-95 Weiser,ID,83672,Good,4.8,4.8,4.7,4.7,4.9,4.9,Snowflake White Pearl,Deep Chestnut,All-wheel Drive,20,26,Gasoline,6-Speed Automatic,2.5L,JM3TCBEY1L0407593,W24688,54292
2021,Lexus,ES 350 F Sport,Used,"$50,895 ",5,11,Dealer,Kuni Lexus of Greenwood Village,4.7,643,5150 S Quebec Street Greenwood Village,CO,80111,Fair,5,5,5,5,5,5,Ultra White,Red,Front-wheel Drive,22,31,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,58AGZ1B13MU097021,MU097021,21193
2020,Tesla,Model Y Long Range,Used,"$70,950 ",3.7,10,Dealer,Shift Seattle,2.7,8,4050 E Marginal Way S Seattle,WA,98134,Good,3.9,3.8,4.1,3.3,3.8,4,Black,Black,All-wheel Drive,127,114,Electric,1-Speed Automatic,Electric,5YJYGDEE1LF017485,C131751,11670
2018,Kia,Forte S,Used,"$17,991 ",4.8,249,Dealer,APX Auto Brokers,3.7,9,20031 WA-99 Lynnwood,WA,98036,Great,4.8,4.7,4.7,4.8,4.8,4.8,Blue,Gray,Front-wheel Drive,25,37,Gasoline,6-Speed Automatic,2.0L I4 16V MPFI DOHC,3KPFL4A70JE256877,61488909,19635
2019,INFINITI,QX80 Luxe,Used,"$56,000 ",4.8,26,Dealer,Bob Moore INFINITI,4.6,436,13000 N Kelley Ave Oklahoma City,OK,73114,Good,4.8,4.7,4.8,4.7,4.8,4.8,Champagne Quartz,Saddle Brown,All-wheel Drive,13,19,Gasoline,7-Speed Automatic,5.6L V8 32V GDI DOHC,JN8AZ2NE8K9229345,GL0411,47871
2014,GMC,Sierra 1500 SLT,Used,"$33,490 ",4.4,164,Dealer,Shottenkirk Toyota of Granbury,4.1,2086,5100 E U.S. Hwy 377 Granbury,TX,76049,Fair,4.6,4.5,4.3,4.1,4.7,4.3,Iridium Metallic,Cocoa / Dune,Four-wheel Drive,16,22,E85 Flex Fuel,6-Speed Automatic,5.3L V8 16V GDI OHV Flexible Fuel,3GTU2VEC1EG466809,EG466809,59554
2019,GMC,Terrain SLT,Used,"$28,977 ",4.5,118,Dealer,AutoNation Chrysler Dodge Jeep Ram North Fort Worth,4.2,942,11200 N Fwy Service Rd E Fort Worth,TX,76177,Good,4.7,4.6,4.5,4.3,4.8,4.4,Smokey Quartz Metallic,–,Front-wheel Drive,26,30,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3GKALPEX1KL228402,KL228402,33405
2016,Ford,Explorer Limited,Used,"$20,000 ",4.5,220,Dealer,Grubbs Acura,4.5,77,1600 E. State Hwy 114 Grapevine,TX,76051,Good,4.7,4.5,4.6,4.3,4.7,4.4,Guard Metallic,Ebony Black,Front-wheel Drive,17,24,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FM5K7F82GGB72193,GGB72193,133795
2017,Toyota,RAV4 Hybrid Limited,Used,"$32,656 ",4.7,117,Dealer,Toyota of Plano,4.8,5520,6888 TX-121 Plano,TX,75024,Good,4.6,4.6,4.7,4.6,4.7,4.8,Silver,–,All-wheel Drive,34,30,Hybrid,Automatic CVT,2.5L I4 16V MPFI DOHC Hybrid,JTMDJREV3HD140152,HD140152A,48269
2019,BMW,330 i,BMW Certified,"$37,995 ",4.9,30,Dealer,Sewell BMW MINI of Plano,4.7,1064,6800 Dallas Pkwy Plano,TX,75024,Good,4.9,4.9,5,4.6,4.9,4.9,Jet Black,Black,Rear-wheel Drive,26,36,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA5R1C54KAJ98844,5143273,31425
2020,Jaguar,E-PACE SE,Used,"$49,998 ",4.9,1,Dealer,Jaguar Land Rover Dallas,4.5,309,11400 N Central Expy Dallas,TX,75243,Fair,5,4,5,5,5,5,Santorini Black,Ebony / Ebony,All-wheel Drive,21,28,Gasoline,Automatic,I4,SADFP2FX8L1Z89318,1P0097,21699
2020,Mercedes-Benz,GLC 300 Base,Mercedes-Benz Certified,"$40,998 ",4.8,35,Dealer,Mercedes-Benz of McKinney,4.4,320,2080 N Central Expy McKinney,TX,75070,Great,4.9,4.9,4.7,4.7,4.9,4.7,Polar White,Silk Beige / Black,Rear-wheel Drive,22,29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8DB8LF759270,SLF759270,36615
2020,Dodge,Durango GT,Used,"$33,694 ",4.9,46,Dealer,Hertz Car Sales Mesquite,4.6,28,8640 E R.L. Thornton Fwy Dallas,TX,75228,Good,5,4.8,4.9,4.8,4.9,4.8,Granite,Black,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RDJDG1LC228827,53422,61792
2019,Dodge,Charger SXT,Used,"$19,999 ",4.9,107,Dealer,Safeen Motors,4.8,349,2405 S Garland Ave Garland,TX,75041,Great,4.8,4.8,4.9,4.7,5,4.9,GRAY,BLACK,Rear-wheel Drive,19,0,Gasoline,Automatic,3.6L,2C3CDXBG6KH692210,16258,49183
2019,Mercedes-Benz,AMG GLE 43 4MATIC Coupe,Used,"$62,988 ",5,10,Dealer,Ride N Drive,4.2,22,4106 O Banion Rd Garland,TX,75043,Good,5,5,5,4.8,5,5,Black,Black,All-wheel Drive,17,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGED6EB4KA138219,138219,46368
2008,BMW,335 335i,Used,"$7,900 ",4.5,109,Dealer,Kirkpatrick Auto Sales,2.9,34,11845 S Memorial Dr Bixby,OK,74008,Good,4.4,4.5,4.8,4.2,4.6,4.1,Jet Black,–,Rear-wheel Drive,19,29,Gasoline,Automatic,3.0L DOHC 24-valve DI I6 twin-turbocharged engine-inc: double-VA,WBAWB73508P042026,42026,110012
2020,Jaguar,F-PACE SVR,Used,"$78,965 ",4.8,20,Dealer,Wood Nissan of Kansas City,4.7,114,1025 Southeast Oldham Parkway Lee's Summit,MO,64081,Good,4.8,4.8,5,4.6,5,4.8,Yulong White,Ebony,All-wheel Drive,16,21,Gasoline,Automatic,V8,SADCZ2EE8LA631469,LNA1381,20214
2007,BMW,750 Li,Used,"$7,995 ",4.4,37,Dealer,Quality Motorcars,3.7,44,1406 Jackson St Richmond,TX,77469,NA,4.6,4.5,4.6,4,4.6,4,Silver,Gray,Rear-wheel Drive,17,23,Gasoline,Automatic 6-Speed,8 Cylinder Engine,WBAHN83597DT73242,7DT73242,99320
2019,Lincoln,MKZ Standard,Used,"$29,689 ",4.9,32,Dealer,EchoPark Automotive Houston Southwest Freeway,4.9,121,10050 Southwest Freeway Houston,TX,77074,Good,5,4.9,4.9,4.9,4.9,5,Infinite Black Metallic,Ebony,Front-wheel Drive,20,31,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,3LN6L5A9XKR623667,PKR623667,12408
2017,Mercedes-Benz,GLS 450 Base 4MATIC,Used,"$49,391 ",4.9,37,Dealer,Mercedes-Benz of Houston Greenway,4.7,2060,3900 Southwest Fwy Houston,TX,77027,Great,5,4.9,4.9,4.7,5,4.8,Polar White,–,All-wheel Drive,19,22,Gasoline,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,4JGDF6EE3HA924246,HA924246,19920
2020,Hyundai,Elantra SEL,Used,"$19,628 ",4.8,134,Dealer,Big Star Honda,4.4,576,11200 Gulf Fwy Houston,TX,77034,Good,4.8,4.7,4.7,4.7,4.8,4.8,Portofino Gray,Black,Front-wheel Drive,30,40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,5NPD84LF6LH567001,P567001,62982
2019,Toyota,Highlander XLE,Used,"$40,500 ",4.6,363,Dealer,Bob Brown Buick GMC,4.8,432,1405 SE Oralabor Road Ankeny,IA,50021,Good,4.8,4.7,4.6,4.5,4.7,4.6,Salsa Red Pearl,Almond,All-wheel Drive,20,26,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,5TDJZRFHXKS922545,JA922545,40355
2017,Ford,Edge Titanium,Ford Certified,"$28,999 ",4.7,290,Dealer,Apple Ford Lincoln Apple Valley,4.7,1606,7200 150th St W Apple Valley,MN,55124,Good,4.8,4.7,4.7,4.6,4.8,4.7,Burgundy Velvet Metallic Tinted Clearcoat,Ebony,All-wheel Drive,20,27,Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,2FMPK4K8XHBB64834,28504Z,40694
2017,Hyundai,Santa Fe SE Ultimate,Used,"$27,995 ",4.8,162,Dealer,St. Charles Nissan Hyundai,4.8,1411,5625 Veterans Memorial Pkwy St Peters,MO,63376,Good,4.8,4.8,4.7,4.8,4.8,4.9,Becketts Black,Gray,All-wheel Drive,17,24,Gasoline,6-Speed Automatic,3.3L V6 24V GDI DOHC,KM8SRDHF9HU220672,84155-3,52800
2017,Ford,Edge Titanium,Used,"$20,995 ",4.7,290,Dealer,Stark on the Beltline,4.7,90,6806 Seybold Rd Madison,WI,53719,Great,4.8,4.7,4.7,4.6,4.8,4.7,Ingot Silver Metallic,Ebony,All-wheel Drive,20,27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,2FMPK4K93HBB98624,P2284,88234
2017,GMC,Acadia Denali,Used,"$32,000 ",4.6,207,Private,Kevin,4.7,90,West Paducah,KY,42086,Great,4.7,4.6,4.6,4.4,4.7,4.6,Black,Black,Front-wheel Drive,18,25,Gasoline Fuel,A/T,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,1GKKNPLS3HZ287698,–,57000
2016,Mercedes-Benz,E-Class E 350 4MATIC,Used,"$28,434 ",4.7,80,Dealer,Hopkins Ford of Elgin,4.6,481,1045 E Chicago St Elgin,IL,60120,Great,4.8,4.8,4.7,4.6,4.8,4.7,Black,Black,All-wheel Drive,20,28,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF8JB8GB179487,11304A,48988
2020,Chevrolet,Traverse LT Cloth,Used,"$27,999 ",4.9,112,Dealer,West Chicago Auto Mall,3.6,77,560 E North Ave West Chicago,IL,60185,Great,4.8,4.9,4.9,4.7,4.9,4.8,Gray,Gray,All-wheel Drive,17,25,Gasoline,9-Speed Automatic,3.6L V6 24V GDI DOHC,1GNEVGKW8LJ188211,2430A,36700
